이름,속성,사용률,등급,버전,기간
각청,번개,1.0,5,5.7, 2025-07-16
각청,번개,0.9,5,5.6, 2025-06-16
각청,번개,1.6,5,5.6, 2025-05-16
각청,번개,1.4,5,5.5, 2025-04-16
각청,번개,3.5,5,5.4, 2025-03-16
각청,번개,2.0,5,5.4, 2025-02-16
각청,번개,1.7,5,5.3, 2025-01-16
각청,번개,2.6,5,5.2, 2024-12-16
각청,번개,3.8,5,5.1, 2024-11-16
각청,번개,3.4,5,5.1, 2024-10-16
각청,번개,2.7,5,5.0, 2024-09-16
각청,번개,2.4,5,4.8, 2024-08-16
각청,번개,3.4,5,4.7, 2024-07-16
각청,번개,3.8,5,4.7, 2024-06-16
각청,번개,3.5,5,4.6, 2024-05-16
각청,번개,2.8,5,4.6, 2024-05-01
각청,번개,4.6,5,4.5, 2024-04-01
각청,번개,3.8,5,4.5, 2024-03-16
각청,번개,4.5,5,4.4, 2024-02-16
각청,번개,4.0,5,4.4, 2024-02-01
각청,번개,3.3,5,4.3, 2024-01-16
각청,번개,3.0,5,4.3, 2024-01-01
각청,번개,5.4,5,4.2, 2023-12-01
각청,번개,4.2,5,4.2, 2023-11-16
각청,번개,2.3,5,4.1, 2023-10-16
각청,번개,2.4,5,4.1, 2023-10-01
각청,번개,4.6,5,4.0, 2023-09-16
각청,번개,4.0,5,4.0, 2023-09-01
각청,번개,3.9,5,3.8, 2023-08-01
각청,번개,4.0,5,3.8, 2023-07-16
각청,번개,4.8,5,3.7, 2023-07-01
각청,번개,4.8,5,3.7, 2023-06-16
각청,번개,4.7,5,3.7, 2023-06-01
각청,번개,4.9,5,3.6, 2023-05-16
각청,번개,5.1,5,3.6, 2023-04-16
각청,번개,4.9,5,3.5, 2023-04-01
각청,번개,5.2,5,3.5, 2023-03-16
각청,번개,5.9,5,3.4, 2023-02-16
각청,번개,7.9,5,3.4, 2023-02-01
각청,번개,7.6,5,3.4, 2023-01-16
각청,번개,7.6,5,3.3, 2023-01-01
각청,번개,9.7,5,3.3, 2022-12-16
각청,번개,9.1,5,3.2, 2022-12-01
각청,번개,8.3,5,3.2, 2022-11-16
각청,번개,12.2,5,3.2, 2022-11-01
각청,번개,7.9,5,3.1, 2022-10-16
각청,번개,8.2,5,3.1, 2022-10-01
각청,번개,5.2,5,3.0, 2022-09-16
각청,번개,3.8,5,3.0, 2022-09-01
감우,얼음,12.9,5,5.7, 2025-07-16
감우,얼음,19.1,5,5.6, 2025-06-16
감우,얼음,7.1,5,5.6, 2025-05-16
감우,얼음,7.3,5,5.5, 2025-04-16
감우,얼음,4.6,5,5.4, 2025-03-16
감우,얼음,15.9,5,5.4, 2025-02-16
감우,얼음,10.3,5,5.3, 2025-01-16
감우,얼음,3.3,5,5.2, 2024-12-16
감우,얼음,6.5,5,5.1, 2024-11-16
감우,얼음,3.0,5,5.1, 2024-10-16
감우,얼음,3.0,5,5.0, 2024-09-16
감우,얼음,4.3,5,4.8, 2024-08-16
감우,얼음,4.0,5,4.7, 2024-07-16
감우,얼음,3.5,5,4.7, 2024-06-16
감우,얼음,3.7,5,4.6, 2024-05-16
감우,얼음,3.2,5,4.6, 2024-05-01
감우,얼음,4.3,5,4.5, 2024-04-01
감우,얼음,4.1,5,4.5, 2024-03-16
감우,얼음,9.9,5,4.4, 2024-02-16
감우,얼음,10.7,5,4.4, 2024-02-01
감우,얼음,4.8,5,4.3, 2024-01-16
감우,얼음,4.6,5,4.3, 2024-01-01
감우,얼음,4.0,5,4.2, 2023-12-01
감우,얼음,2.7,5,4.2, 2023-11-16
감우,얼음,8.4,5,4.1, 2023-10-16
감우,얼음,9.3,5,4.1, 2023-10-01
감우,얼음,6.1,5,4.0, 2023-09-16
감우,얼음,6.0,5,4.0, 2023-09-01
감우,얼음,12.1,5,3.8, 2023-08-01
감우,얼음,8.9,5,3.8, 2023-07-16
감우,얼음,9.7,5,3.7, 2023-07-01
감우,얼음,10.3,5,3.7, 2023-06-16
감우,얼음,12.2,5,3.7, 2023-06-01
감우,얼음,9.6,5,3.6, 2023-05-16
감우,얼음,10.4,5,3.6, 2023-04-16
감우,얼음,16.7,5,3.5, 2023-04-01
감우,얼음,19.7,5,3.5, 2023-03-16
감우,얼음,11.7,5,3.4, 2023-02-16
감우,얼음,15.6,5,3.4, 2023-02-01
감우,얼음,28.6,5,3.4, 2023-01-16
감우,얼음,25.5,5,3.3, 2023-01-01
감우,얼음,27.1,5,3.3, 2022-12-16
감우,얼음,31.9,5,3.2, 2022-12-01
감우,얼음,37.4,5,3.2, 2022-11-16
감우,얼음,33.2,5,3.2, 2022-11-01
감우,얼음,32.7,5,3.1, 2022-10-16
감우,얼음,36.4,5,3.1, 2022-10-01
감우,얼음,37.0,5,3.0, 2022-09-16
감우,얼음,31.5,5,3.0, 2022-09-01
나비아,바위,5.3,5,5.7, 2025-07-16
나비아,바위,6.4,5,5.6, 2025-06-16
나비아,바위,7.2,5,5.6, 2025-05-16
나비아,바위,28.7,5,5.5, 2025-04-16
나비아,바위,7.7,5,5.4, 2025-03-16
나비아,바위,6.2,5,5.4, 2025-02-16
나비아,바위,7.8,5,5.3, 2025-01-16
나비아,바위,24.4,5,5.2, 2024-12-16
나비아,바위,21.5,5,5.1, 2024-11-16
나비아,바위,57.6,5,5.1, 2024-10-16
나비아,바위,22.7,5,5.0, 2024-09-16
나비아,바위,67.2,5,4.8, 2024-08-16
나비아,바위,13.0,5,4.7, 2024-07-16
나비아,바위,9.3,5,4.7, 2024-06-16
나비아,바위,18.5,5,4.6, 2024-05-16
나비아,바위,19.1,5,4.6, 2024-05-01
나비아,바위,48.3,5,4.5, 2024-04-01
나비아,바위,47.3,5,4.5, 2024-03-16
나비아,바위,17.0,5,4.4, 2024-02-16
나비아,바위,18.3,5,4.4, 2024-02-01
나비아,바위,50.8,5,4.3, 2024-01-16
나비아,바위,53.0,5,4.3, 2024-01-01
나히다,풀,6.5,5,5.7, 2025-07-16
나히다,풀,10.0,5,5.6, 2025-06-16
나히다,풀,34.5,5,5.6, 2025-05-16
나히다,풀,28.4,5,5.5, 2025-04-16
나히다,풀,32.2,5,5.4, 2025-03-16
나히다,풀,27.0,5,5.4, 2025-02-16
나히다,풀,30.6,5,5.3, 2025-01-16
나히다,풀,51.5,5,5.2, 2024-12-16
나히다,풀,55.4,5,5.1, 2024-11-16
나히다,풀,41.4,5,5.1, 2024-10-16
나히다,풀,58.2,5,5.0, 2024-09-16
나히다,풀,45.9,5,4.8, 2024-08-16
나히다,풀,62.0,5,4.7, 2024-07-16
나히다,풀,67.7,5,4.7, 2024-06-16
나히다,풀,56.8,5,4.6, 2024-05-16
나히다,풀,59.7,5,4.6, 2024-05-01
나히다,풀,57.3,5,4.5, 2024-04-01
나히다,풀,59.6,5,4.5, 2024-03-16
나히다,풀,71.2,5,4.4, 2024-02-16
나히다,풀,71.8,5,4.4, 2024-02-01
나히다,풀,71.6,5,4.3, 2024-01-16
나히다,풀,75.2,5,4.3, 2024-01-01
나히다,풀,70.1,5,4.2, 2023-12-01
나히다,풀,69.4,5,4.2, 2023-11-16
나히다,풀,78.2,5,4.1, 2023-10-16
나히다,풀,83.1,5,4.1, 2023-10-01
나히다,풀,77.8,5,4.0, 2023-09-16
나히다,풀,78.3,5,4.0, 2023-09-01
나히다,풀,90.2,5,3.8, 2023-08-01
나히다,풀,91.2,5,3.8, 2023-07-16
나히다,풀,98.8,5,3.7, 2023-07-01
나히다,풀,98.8,5,3.7, 2023-06-16
나히다,풀,97.8,5,3.7, 2023-06-01
나히다,풀,92.7,5,3.6, 2023-05-16
나히다,풀,87.0,5,3.6, 2023-04-16
나히다,풀,74.7,5,3.5, 2023-04-01
나히다,풀,82.1,5,3.5, 2023-03-16
나히다,풀,85.6,5,3.4, 2023-02-16
나히다,풀,88.3,5,3.4, 2023-02-01
나히다,풀,76.3,5,3.4, 2023-01-16
나히다,풀,71.7,5,3.3, 2023-01-01
나히다,풀,71.9,5,3.3, 2022-12-16
나히다,풀,77.1,5,3.2, 2022-12-01
나히다,풀,70.5,5,3.2, 2022-11-16
나히다,풀,59.8,5,3.2, 2022-11-01
느비예트,물,28.9,5,5.7, 2025-07-16
느비예트,물,51.3,5,5.6, 2025-06-16
느비예트,물,68.0,5,5.6, 2025-05-16
느비예트,물,65.3,5,5.5, 2025-04-16
느비예트,물,88.5,5,5.4, 2025-03-16
느비예트,물,74.1,5,5.4, 2025-02-16
느비예트,물,51.5,5,5.3, 2025-01-16
느비예트,물,86.6,5,5.2, 2024-12-16
느비예트,물,74.4,5,5.1, 2024-11-16
느비예트,물,78.0,5,5.1, 2024-10-16
느비예트,물,67.7,5,5.0, 2024-09-16
느비예트,물,78.9,5,4.8, 2024-08-16
느비예트,물,91.4,5,4.7, 2024-07-16
느비예트,물,91.4,5,4.7, 2024-06-16
느비예트,물,78.3,5,4.6, 2024-05-16
느비예트,물,79.4,5,4.6, 2024-05-01
느비예트,물,82.3,5,4.5, 2024-04-01
느비예트,물,82.7,5,4.5, 2024-03-16
느비예트,물,69.8,5,4.4, 2024-02-16
느비예트,물,76.2,5,4.4, 2024-02-01
느비예트,물,72.5,5,4.3, 2024-01-16
느비예트,물,72.8,5,4.3, 2024-01-01
느비예트,물,86.1,5,4.2, 2023-12-01
느비예트,물,88.6,5,4.2, 2023-11-16
느비예트,물,83.8,5,4.1, 2023-10-16
느비예트,물,61.1,5,4.1, 2023-10-01
닐루,물,1.5,5,5.7, 2025-07-16
닐루,물,1.4,5,5.6, 2025-06-16
닐루,물,2.2,5,5.6, 2025-05-16
닐루,물,2.6,5,5.5, 2025-04-16
닐루,물,3.7,5,5.4, 2025-03-16
닐루,물,17.0,5,5.4, 2025-02-16
닐루,물,0.9,5,5.3, 2025-01-16
닐루,물,3.8,5,5.2, 2024-12-16
닐루,물,5.3,5,5.1, 2024-11-16
닐루,물,5.7,5,5.1, 2024-10-16
닐루,물,6.4,5,5.0, 2024-09-16
닐루,물,11.1,5,4.8, 2024-08-16
닐루,물,12.7,5,4.7, 2024-07-16
닐루,물,12.7,5,4.7, 2024-06-16
닐루,물,11.2,5,4.6, 2024-05-16
닐루,물,11.4,5,4.6, 2024-05-01
닐루,물,12.4,5,4.5, 2024-04-01
닐루,물,14.1,5,4.5, 2024-03-16
닐루,물,14.3,5,4.4, 2024-02-16
닐루,물,15.6,5,4.4, 2024-02-01
닐루,물,16.8,5,4.3, 2024-01-16
닐루,물,13.4,5,4.3, 2024-01-01
닐루,물,12.6,5,4.2, 2023-12-01
닐루,물,17.6,5,4.2, 2023-11-16
닐루,물,22.3,5,4.1, 2023-10-16
닐루,물,31.5,5,4.1, 2023-10-01
닐루,물,26.5,5,4.0, 2023-09-16
닐루,물,30.7,5,4.0, 2023-09-01
닐루,물,55.3,5,3.8, 2023-08-01
닐루,물,62.8,5,3.8, 2023-07-16
닐루,물,14.6,5,3.7, 2023-07-01
닐루,물,16.1,5,3.7, 2023-06-16
닐루,물,21.4,5,3.7, 2023-06-01
닐루,물,70.7,5,3.6, 2023-05-16
닐루,물,60.8,5,3.6, 2023-04-16
닐루,물,21.3,5,3.5, 2023-04-01
닐루,물,27.0,5,3.5, 2023-03-16
닐루,물,46.8,5,3.4, 2023-02-16
닐루,물,51.1,5,3.4, 2023-02-01
닐루,물,44.1,5,3.4, 2023-01-16
닐루,물,45.8,5,3.3, 2023-01-01
닐루,물,46.5,5,3.3, 2022-12-16
닐루,물,54.7,5,3.2, 2022-12-01
닐루,물,56.3,5,3.2, 2022-11-16
닐루,물,56.5,5,3.2, 2022-11-01
닐루,물,47.9,5,3.1, 2022-10-16
다이루크,불,0.3,5,5.7, 2025-07-16
다이루크,불,0.3,5,5.6, 2025-06-16
다이루크,불,0.3,5,5.6, 2025-05-16
다이루크,불,0.5,5,5.5, 2025-04-16
다이루크,불,0.4,5,5.4, 2025-03-16
다이루크,불,0.5,5,5.4, 2025-02-16
다이루크,불,0.8,5,5.3, 2025-01-16
다이루크,불,0.3,5,5.2, 2024-12-16
다이루크,불,0.5,5,5.1, 2024-11-16
다이루크,불,0.7,5,5.1, 2024-10-16
다이루크,불,1.1,5,5.0, 2024-09-16
다이루크,불,1.0,5,4.8, 2024-08-16
다이루크,불,0.4,5,4.7, 2024-07-16
다이루크,불,0.3,5,4.7, 2024-06-16
다이루크,불,1.5,5,4.6, 2024-05-16
다이루크,불,1.7,5,4.6, 2024-05-01
다이루크,불,1.2,5,4.5, 2024-04-01
다이루크,불,1.6,5,4.5, 2024-03-16
다이루크,불,1.7,5,4.4, 2024-02-16
다이루크,불,1.0,5,4.4, 2024-02-01
다이루크,불,1.0,5,4.3, 2024-01-16
다이루크,불,0.9,5,4.3, 2024-01-01
다이루크,불,0.6,5,4.2, 2023-12-01
다이루크,불,0.3,5,4.2, 2023-11-16
다이루크,불,0.9,5,4.1, 2023-10-16
다이루크,불,0.7,5,4.1, 2023-10-01
다이루크,불,1.3,5,4.0, 2023-09-16
다이루크,불,0.9,5,4.0, 2023-09-01
다이루크,불,0.4,5,3.8, 2023-08-01
다이루크,불,0.4,5,3.8, 2023-07-16
다이루크,불,2.1,5,3.7, 2023-07-01
다이루크,불,1.9,5,3.7, 2023-06-16
다이루크,불,2.3,5,3.7, 2023-06-01
다이루크,불,0.5,5,3.6, 2023-05-16
다이루크,불,0.4,5,3.6, 2023-04-16
다이루크,불,1.5,5,3.5, 2023-04-01
다이루크,불,1.4,5,3.5, 2023-03-16
다이루크,불,0.8,5,3.4, 2023-02-16
다이루크,불,0.8,5,3.4, 2023-02-01
다이루크,불,1.2,5,3.4, 2023-01-16
다이루크,불,1.0,5,3.3, 2023-01-01
다이루크,불,1.1,5,3.3, 2022-12-16
다이루크,불,2.8,5,3.2, 2022-12-01
다이루크,불,2.9,5,3.2, 2022-11-16
다이루크,불,2.2,5,3.2, 2022-11-01
다이루크,불,2.3,5,3.1, 2022-10-16
다이루크,불,2.2,5,3.1, 2022-10-01
다이루크,불,3.4,5,3.0, 2022-09-16
다이루크,불,3.6,5,3.0, 2022-09-01
데히야,불,0.8,5,5.7, 2025-07-16
데히야,불,1.4,5,5.6, 2025-06-16
데히야,불,2.8,5,5.6, 2025-05-16
데히야,불,2.6,5,5.5, 2025-04-16
데히야,불,0.9,5,5.4, 2025-03-16
데히야,불,1.6,5,5.4, 2025-02-16
데히야,불,4.3,5,5.3, 2025-01-16
데히야,불,5.0,5,5.2, 2024-12-16
데히야,불,5.1,5,5.1, 2024-11-16
데히야,불,5.9,5,5.1, 2024-10-16
데히야,불,6.5,5,5.0, 2024-09-16
데히야,불,4.0,5,4.8, 2024-08-16
데히야,불,2.0,5,4.7, 2024-07-16
데히야,불,2.3,5,4.7, 2024-06-16
데히야,불,4.4,5,4.6, 2024-05-16
데히야,불,5.2,5,4.6, 2024-05-01
데히야,불,3.8,5,4.5, 2024-04-01
데히야,불,3.5,5,4.5, 2024-03-16
데히야,불,2.4,5,4.4, 2024-02-16
데히야,불,2.5,5,4.4, 2024-02-01
데히야,불,3.4,5,4.3, 2024-01-16
데히야,불,3.8,5,4.3, 2024-01-01
데히야,불,2.0,5,4.2, 2023-12-01
데히야,불,2.1,5,4.2, 2023-11-16
데히야,불,4.4,5,4.1, 2023-10-16
데히야,불,3.8,5,4.1, 2023-10-01
데히야,불,4.4,5,4.0, 2023-09-16
데히야,불,4.5,5,4.0, 2023-09-01
데히야,불,1.0,5,3.8, 2023-08-01
데히야,불,1.0,5,3.8, 2023-07-16
데히야,불,1.8,5,3.7, 2023-07-01
데히야,불,1.8,5,3.7, 2023-06-16
데히야,불,3.7,5,3.7, 2023-06-01
데히야,불,3.6,5,3.6, 2023-05-16
데히야,불,4.2,5,3.6, 2023-04-16
데히야,불,11.1,5,3.5, 2023-04-01
데히야,불,15.8,5,3.5, 2023-03-16
라이덴 쇼군,번개,7.6,5,5.7, 2025-07-16
라이덴 쇼군,번개,9.9,5,5.6, 2025-06-16
라이덴 쇼군,번개,12.0,5,5.6, 2025-05-16
라이덴 쇼군,번개,12.8,5,5.5, 2025-04-16
라이덴 쇼군,번개,21.5,5,5.4, 2025-03-16
라이덴 쇼군,번개,15.1,5,5.4, 2025-02-16
라이덴 쇼군,번개,14.1,5,5.3, 2025-01-16
라이덴 쇼군,번개,16.1,5,5.2, 2024-12-16
라이덴 쇼군,번개,31.0,5,5.1, 2024-11-16
라이덴 쇼군,번개,29.7,5,5.1, 2024-10-16
라이덴 쇼군,번개,34.6,5,5.0, 2024-09-16
라이덴 쇼군,번개,33.1,5,4.8, 2024-08-16
라이덴 쇼군,번개,40.2,5,4.7, 2024-07-16
라이덴 쇼군,번개,35.6,5,4.7, 2024-06-16
라이덴 쇼군,번개,31.9,5,4.6, 2024-05-16
라이덴 쇼군,번개,34.8,5,4.6, 2024-05-01
라이덴 쇼군,번개,37.5,5,4.5, 2024-04-01
라이덴 쇼군,번개,39.0,5,4.5, 2024-03-16
라이덴 쇼군,번개,41.3,5,4.4, 2024-02-16
라이덴 쇼군,번개,43.4,5,4.4, 2024-02-01
라이덴 쇼군,번개,44.6,5,4.3, 2024-01-16
라이덴 쇼군,번개,40.1,5,4.3, 2024-01-01
라이덴 쇼군,번개,46.6,5,4.2, 2023-12-01
라이덴 쇼군,번개,50.3,5,4.2, 2023-11-16
라이덴 쇼군,번개,30.9,5,4.1, 2023-10-16
라이덴 쇼군,번개,41.1,5,4.1, 2023-10-01
라이덴 쇼군,번개,60.8,5,4.0, 2023-09-16
라이덴 쇼군,번개,62.2,5,4.0, 2023-09-01
라이덴 쇼군,번개,53.0,5,3.8, 2023-08-01
라이덴 쇼군,번개,57.1,5,3.8, 2023-07-16
라이덴 쇼군,번개,55.2,5,3.7, 2023-07-01
라이덴 쇼군,번개,53.3,5,3.7, 2023-06-16
라이덴 쇼군,번개,54.7,5,3.7, 2023-06-01
라이덴 쇼군,번개,71.9,5,3.6, 2023-05-16
라이덴 쇼군,번개,73.6,5,3.6, 2023-04-16
라이덴 쇼군,번개,75.6,5,3.5, 2023-04-01
라이덴 쇼군,번개,73.9,5,3.5, 2023-03-16
라이덴 쇼군,번개,70.3,5,3.4, 2023-02-16
라이덴 쇼군,번개,74.2,5,3.4, 2023-02-01
라이덴 쇼군,번개,76.4,5,3.4, 2023-01-16
라이덴 쇼군,번개,72.1,5,3.3, 2023-01-01
라이덴 쇼군,번개,65.8,5,3.3, 2022-12-16
라이덴 쇼군,번개,51.8,5,3.2, 2022-12-01
라이덴 쇼군,번개,52.3,5,3.2, 2022-11-16
라이덴 쇼군,번개,78.4,5,3.2, 2022-11-01
라이덴 쇼군,번개,80.6,5,3.1, 2022-10-16
라이덴 쇼군,번개,82.7,5,3.1, 2022-10-01
라이덴 쇼군,번개,75.5,5,3.0, 2022-09-16
라이덴 쇼군,번개,77.5,5,3.0, 2022-09-01
라이오슬리,얼음,46.8,5,5.7, 2025-07-16
라이오슬리,얼음,67.0,5,5.6, 2025-06-16
라이오슬리,얼음,37.1,5,5.6, 2025-05-16
라이오슬리,얼음,35.9,5,5.5, 2025-04-16
라이오슬리,얼음,32.8,5,5.4, 2025-03-16
라이오슬리,얼음,43.4,5,5.4, 2025-02-16
라이오슬리,얼음,25.6,5,5.3, 2025-01-16
라이오슬리,얼음,16.4,5,5.2, 2024-12-16
라이오슬리,얼음,25.4,5,5.1, 2024-11-16
라이오슬리,얼음,22.7,5,5.1, 2024-10-16
라이오슬리,얼음,24.9,5,5.0, 2024-09-16
라이오슬리,얼음,23.7,5,4.8, 2024-08-16
라이오슬리,얼음,22.7,5,4.7, 2024-07-16
라이오슬리,얼음,18.6,5,4.7, 2024-06-16
라이오슬리,얼음,22.5,5,4.6, 2024-05-16
라이오슬리,얼음,19.1,5,4.6, 2024-05-01
라이오슬리,얼음,27.0,5,4.5, 2024-04-01
라이오슬리,얼음,23.2,5,4.5, 2024-03-16
라이오슬리,얼음,24.8,5,4.4, 2024-02-16
라이오슬리,얼음,23.3,5,4.4, 2024-02-01
라이오슬리,얼음,30.4,5,4.3, 2024-01-16
라이오슬리,얼음,27.2,5,4.3, 2024-01-01
라이오슬리,얼음,23.4,5,4.2, 2023-12-01
라이오슬리,얼음,22.8,5,4.2, 2023-11-16
리니,불,6.2,5,5.7, 2025-07-16
리니,불,5.5,5,5.6, 2025-06-16
리니,불,5.0,5,5.6, 2025-05-16
리니,불,6.9,5,5.5, 2025-04-16
리니,불,5.1,5,5.4, 2025-03-16
리니,불,6.6,5,5.4, 2025-02-16
리니,불,9.0,5,5.3, 2025-01-16
리니,불,9.5,5,5.2, 2024-12-16
리니,불,20.1,5,5.1, 2024-11-16
리니,불,7.8,5,5.1, 2024-10-16
리니,불,11.1,5,5.0, 2024-09-16
리니,불,11.9,5,4.8, 2024-08-16
리니,불,7.7,5,4.7, 2024-07-16
리니,불,5.1,5,4.7, 2024-06-16
리니,불,12.1,5,4.6, 2024-05-16
리니,불,13.6,5,4.6, 2024-05-01
리니,불,13.1,5,4.5, 2024-04-01
리니,불,14.0,5,4.5, 2024-03-16
리니,불,15.6,5,4.4, 2024-02-16
리니,불,17.7,5,4.4, 2024-02-01
리니,불,19.8,5,4.3, 2024-01-16
리니,불,22.4,5,4.3, 2024-01-01
리니,불,12.1,5,4.2, 2023-12-01
리니,불,12.8,5,4.2, 2023-11-16
리니,불,25.2,5,4.1, 2023-10-16
리니,불,30.1,5,4.1, 2023-10-01
리니,불,47.9,5,4.0, 2023-09-16
리니,불,44.0,5,4.0, 2023-09-01
마비카,불,84.6,5,5.7, 2025-07-16
마비카,불,87.5,5,5.6, 2025-06-16
마비카,불,79.6,5,5.6, 2025-05-16
마비카,불,83.1,5,5.5, 2025-04-16
마비카,불,68.1,5,5.4, 2025-03-16
마비카,불,68.5,5,5.4, 2025-02-16
마비카,불,88.7,5,5.3, 2025-01-16
말라니,물,14.9,5,5.7, 2025-07-16
말라니,물,9.1,5,5.6, 2025-06-16
말라니,물,11.8,5,5.6, 2025-05-16
말라니,물,6.3,5,5.5, 2025-04-16
말라니,물,11.9,5,5.4, 2025-03-16
말라니,물,8.3,5,5.4, 2025-02-16
말라니,물,12.8,5,5.3, 2025-01-16
말라니,물,12.2,5,5.2, 2024-12-16
말라니,물,15.5,5,5.1, 2024-11-16
말라니,물,16.0,5,5.1, 2024-10-16
말라니,물,28.9,5,5.0, 2024-09-16
모나,물,7.0,5,5.7, 2025-07-16
모나,물,3.2,5,5.6, 2025-06-16
모나,물,1.9,5,5.6, 2025-05-16
모나,물,1.3,5,5.5, 2025-04-16
모나,물,2.4,5,5.4, 2025-03-16
모나,물,3.0,5,5.4, 2025-02-16
모나,물,2.6,5,5.3, 2025-01-16
모나,물,3.9,5,5.2, 2024-12-16
모나,물,2.3,5,5.1, 2024-11-16
모나,물,2.3,5,5.1, 2024-10-16
모나,물,3.4,5,5.0, 2024-09-16
모나,물,3.1,5,4.8, 2024-08-16
모나,물,4.1,5,4.7, 2024-07-16
모나,물,4.7,5,4.7, 2024-06-16
모나,물,4.2,5,4.6, 2024-05-16
모나,물,3.9,5,4.6, 2024-05-01
모나,물,4.3,5,4.5, 2024-04-01
모나,물,4.8,5,4.5, 2024-03-16
모나,물,5.1,5,4.4, 2024-02-16
모나,물,5.4,5,4.4, 2024-02-01
모나,물,4.2,5,4.3, 2024-01-16
모나,물,5.1,5,4.3, 2024-01-01
모나,물,5.6,5,4.2, 2023-12-01
모나,물,5.9,5,4.2, 2023-11-16
모나,물,12.0,5,4.1, 2023-10-16
모나,물,14.4,5,4.1, 2023-10-01
모나,물,9.9,5,4.0, 2023-09-16
모나,물,11.5,5,4.0, 2023-09-01
모나,물,13.2,5,3.8, 2023-08-01
모나,물,15.6,5,3.8, 2023-07-16
모나,물,15.5,5,3.7, 2023-07-01
모나,물,14.9,5,3.7, 2023-06-16
모나,물,14.1,5,3.7, 2023-06-01
모나,물,11.8,5,3.6, 2023-05-16
모나,물,13.3,5,3.6, 2023-04-16
모나,물,18.8,5,3.5, 2023-04-01
모나,물,16.3,5,3.5, 2023-03-16
모나,물,12.3,5,3.4, 2023-02-16
모나,물,11.1,5,3.4, 2023-02-01
모나,물,15.6,5,3.4, 2023-01-16
모나,물,13.7,5,3.3, 2023-01-01
모나,물,13.5,5,3.3, 2022-12-16
모나,물,17.1,5,3.2, 2022-12-01
모나,물,18.8,5,3.2, 2022-11-16
모나,물,20.3,5,3.2, 2022-11-01
모나,물,22.8,5,3.1, 2022-10-16
모나,물,25.2,5,3.1, 2022-10-01
모나,물,29.1,5,3.0, 2022-09-16
모나,물,30.4,5,3.0, 2022-09-01
바레사,번개,23.1,5,5.7, 2025-07-16
바레사,번개,18.5,5,5.6, 2025-06-16
바레사,번개,41.1,5,5.6, 2025-05-16
바레사,번개,29.9,5,5.5, 2025-04-16
방랑자,바람,4.2,5,5.7, 2025-07-16
방랑자,바람,4.2,5,5.6, 2025-06-16
방랑자,바람,5.1,5,5.6, 2025-05-16
방랑자,바람,5.6,5,5.5, 2025-04-16
방랑자,바람,6.8,5,5.4, 2025-03-16
방랑자,바람,7.4,5,5.4, 2025-02-16
방랑자,바람,4.9,5,5.3, 2025-01-16
방랑자,바람,9.8,5,5.2, 2024-12-16
방랑자,바람,12.8,5,5.1, 2024-11-16
방랑자,바람,11.0,5,5.1, 2024-10-16
방랑자,바람,12.6,5,5.0, 2024-09-16
방랑자,바람,11.6,5,4.8, 2024-08-16
방랑자,바람,16.6,5,4.7, 2024-07-16
방랑자,바람,13.7,5,4.7, 2024-06-16
방랑자,바람,14.5,5,4.6, 2024-05-16
방랑자,바람,7.8,5,4.6, 2024-05-01
방랑자,바람,14.0,5,4.5, 2024-04-01
방랑자,바람,12.7,5,4.5, 2024-03-16
방랑자,바람,14.4,5,4.4, 2024-02-16
방랑자,바람,14.3,5,4.4, 2024-02-01
방랑자,바람,17.6,5,4.3, 2024-01-16
방랑자,바람,17.7,5,4.3, 2024-01-01
방랑자,바람,9.9,5,4.2, 2023-12-01
방랑자,바람,8.8,5,4.2, 2023-11-16
방랑자,바람,19.6,5,4.1, 2023-10-16
방랑자,바람,21.1,5,4.1, 2023-10-01
방랑자,바람,26.9,5,4.0, 2023-09-16
방랑자,바람,25.8,5,4.0, 2023-09-01
방랑자,바람,25.5,5,3.8, 2023-08-01
방랑자,바람,13.7,5,3.8, 2023-07-16
방랑자,바람,16.2,5,3.7, 2023-07-01
방랑자,바람,15.1,5,3.7, 2023-06-16
방랑자,바람,14.7,5,3.7, 2023-06-01
방랑자,바람,14.4,5,3.6, 2023-05-16
방랑자,바람,12.7,5,3.6, 2023-04-16
방랑자,바람,13.3,5,3.5, 2023-04-01
방랑자,바람,13.1,5,3.5, 2023-03-16
방랑자,바람,17.5,5,3.4, 2023-02-16
방랑자,바람,17.9,5,3.4, 2023-02-01
방랑자,바람,30.9,5,3.4, 2023-01-16
방랑자,바람,34.2,5,3.3, 2023-01-01
방랑자,바람,27.5,5,3.3, 2022-12-16
백출,풀,2.1,5,5.7, 2025-07-16
백출,풀,3.4,5,5.6, 2025-06-16
백출,풀,18.3,5,5.6, 2025-05-16
백출,풀,23.0,5,5.5, 2025-04-16
백출,풀,44.6,5,5.4, 2025-03-16
백출,풀,38.0,5,5.4, 2025-02-16
백출,풀,12.3,5,5.3, 2025-01-16
백출,풀,19.5,5,5.2, 2024-12-16
백출,풀,32.8,5,5.1, 2024-11-16
백출,풀,37.8,5,5.1, 2024-10-16
백출,풀,53.0,5,5.0, 2024-09-16
백출,풀,67.6,5,4.8, 2024-08-16
백출,풀,70.0,5,4.7, 2024-07-16
백출,풀,73.8,5,4.7, 2024-06-16
백출,풀,58.9,5,4.6, 2024-05-16
백출,풀,59.9,5,4.6, 2024-05-01
백출,풀,64.1,5,4.5, 2024-04-01
